Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Month End Characters,Month No.
6038,CA-2016-131205,Sunday 4 September 2016,Thursday 8 September 2016,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,$114,6,0,$55,Sep,tember,9
6173,US-2014-106299,Saturday 2 August 2014,Friday 8 August 2014,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,$27,5,0,$13,Aug,ust,8
6183,CA-2015-158421,Monday 21 September 2015,Saturday 26 September 2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",$15,2,0,$7,Sep,tember,9
6248,CA-2017-121580,Monday 29 May 2017,Sunday 4 June 2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,$43,1,0,$20,May,,5
6264,CA-2017-160724,Friday 5 May 2017,Wednesday 10 May 2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,$35,3,0,$16,May,,5
6329,CA-2014-167927,Monday 20 January 2014,Sunday 26 January 2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$19,5,0,$9,Jan,uary,1
6334,CA-2014-167927,Monday 20 January 2014,Sunday 26 January 2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,$30,5,0,$13,Jan,uary,1
6413,CA-2017-151211,Thursday 17 August 2017,Wednesday 23 August 2017,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$103,3,0,$48,Aug,ust,8
6450,CA-2015-156510,Friday 25 September 2015,Tuesday 29 September 2015,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",$11,2,0,$5,Sep,tember,9
6499,CA-2015-103135,Friday 24 July 2015,Tuesday 28 July 2015,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",$135,9,0,$62,Jul,y,7
6501,CA-2015-103135,Friday 24 July 2015,Tuesday 28 July 2015,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",$90,6,0,$41,Jul,y,7
6563,CA-2014-166086,Wednesday 7 May 2014,Monday 12 May 2014,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",$16,3,0,$8,May,,5
6589,CA-2017-104731,Friday 21 July 2017,Thursday 27 July 2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,$15,3,0,$7,Jul,y,7
6613,CA-2015-107678,Tuesday 21 April 2015,Tuesday 28 April 2015,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",$21,3,0,$10,Apr,il,4
6641,CA-2017-128328,Saturday 5 August 2017,Wednesday 9 August 2017,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,$126,6,0,$60,Aug,ust,8
6671,CA-2017-161088,Thursday 25 May 2017,Monday 29 May 2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,$30,2,0,$13,May,,5
6691,US-2017-165869,Monday 31 July 2017,Saturday 5 August 2017,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,$18,4,0,$8,Jul,y,7
6769,CA-2014-109302,Tuesday 12 August 2014,Saturday 16 August 2014,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",$196,7,0,$98,Aug,ust,8
6828,CA-2016-118689,Sunday 2 October 2016,Sunday 9 October 2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,$736,2,0,$331,Oct,ober,10
6829,CA-2016-118689,Sunday 2 October 2016,Sunday 9 October 2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",$34,7,0,$17,Oct,ober,10
6852,US-2016-100461,Friday 8 January 2016,Tuesday 12 January 2016,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,$106,7,0,$50,Jan,uary,1
6945,CA-2014-148369,Tuesday 23 September 2014,Saturday 27 September 2014,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Newark,Delaware,19711,East,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,$11,4,0,$5,Sep,tember,9
6957,CA-2016-157588,Thursday 14 July 2016,Tuesday 19 July 2016,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,$36,5,0,$17,Jul,y,7
6983,CA-2016-116526,Thursday 1 September 2016,Monday 5 September 2016,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,$24,5,0,$11,Sep,tember,9
6986,CA-2016-116526,Thursday 1 September 2016,Monday 5 September 2016,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,$30,4,0,$14,Sep,tember,9
6988,CA-2016-116526,Thursday 1 September 2016,Monday 5 September 2016,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",$26,5,0,$13,Sep,tember,9
7163,CA-2014-138709,Friday 4 July 2014,Wednesday 9 July 2014,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,$16,5,0,$8,Jul,y,7
7281,CA-2015-162782,Saturday 21 February 2015,Friday 27 February 2015,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Columbia,Maryland,21044,East,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"$2,542",2,0,"$1,271",Feb,ruary,2
7311,CA-2015-121699,Monday 10 August 2015,Friday 14 August 2015,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,$65,5,0,$29,Aug,ust,8
7350,CA-2017-142125,Saturday 21 October 2017,Friday 27 October 2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,$39,6,0,$19,Oct,ober,10
7351,CA-2017-142125,Saturday 21 October 2017,Friday 27 October 2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,$22,5,0,$11,Oct,ober,10
7428,US-2014-164763,Monday 17 March 2014,Friday 21 March 2014,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Jackson,Mississippi,39212,South,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$11,3,0,$5,Mar,ch,3
7429,US-2014-164763,Monday 17 March 2014,Friday 21 March 2014,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Jackson,Mississippi,39212,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",$30,2,0,$15,Mar,ch,3
7476,CA-2014-167199,Monday 6 January 2014,Friday 10 January 2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,$610,2,0,$274,Jan,uary,1
7486,CA-2017-135111,Thursday 28 December 2017,Tuesday 2 January 2018,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Fargo,North Dakota,58103,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,$26,5,0,$13,Dec,ember,12
7558,CA-2017-159506,Monday 27 November 2017,Saturday 2 December 2017,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Columbus,Indiana,47201,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,$498,3,0,$224,Nov,ember,11
7588,CA-2014-163223,Friday 21 March 2014,Tuesday 25 March 2014,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,22153,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$123,3,0,$59,Mar,ch,3
7595,CA-2017-119655,Thursday 20 April 2017,Monday 24 April 2017,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,$147,7,0,$70,Apr,il,4
7596,CA-2017-119655,Thursday 20 April 2017,Monday 24 April 2017,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,$37,4,0,$18,Apr,il,4
7660,CA-2017-146493,Thursday 1 June 2017,Monday 5 June 2017,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",$54,5,0,$26,Jun,e,6
7666,US-2016-140158,Tuesday 4 October 2016,Saturday 8 October 2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,2908,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,$30,1,0,$14,Oct,ober,10
7688,CA-2016-169838,Friday 25 November 2016,Tuesday 29 November 2016,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,49201,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,$17,1,0,$8,Nov,ember,11
7744,CA-2016-133613,Friday 17 June 2016,Wednesday 22 June 2016,Standard Class,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,6708,East,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,$8,2,0,$4,Jun,e,6
7751,CA-2015-133242,Thursday 18 June 2015,Wednesday 24 June 2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,$35,2,0,$17,Jun,e,6
7753,CA-2015-133242,Thursday 18 June 2015,Wednesday 24 June 2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,$33,2,0,$16,Jun,e,6
7797,US-2015-145121,Friday 2 October 2015,Tuesday 6 October 2015,Standard Class,MP-17965,Michael Paige,Corporate,United States,Middletown,Connecticut,6457,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",$27,5,0,$13,Oct,ober,10
7895,CA-2017-124744,Wednesday 21 June 2017,Sunday 25 June 2017,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,26003,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,$82,5,0,$40,Jun,e,6
7896,CA-2017-124744,Wednesday 21 June 2017,Sunday 25 June 2017,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,26003,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,$6,2,0,$3,Jun,e,6
7922,CA-2017-107713,Monday 13 March 2017,Friday 17 March 2017,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Columbia,Maryland,21044,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,$174,3,0,$82,Mar,ch,3
7955,CA-2014-138359,Tuesday 1 April 2014,Sunday 6 April 2014,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Revere,Massachusetts,2151,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,$6,2,0,$3,Apr,il,4
8078,CA-2015-106187,Tuesday 23 June 2015,Monday 29 June 2015,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,$166,1,0,$75,Jun,e,6
8307,CA-2016-128671,Thursday 11 August 2016,Tuesday 16 August 2016,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,$42,7,0,$19,Aug,ust,8
8308,CA-2016-128671,Thursday 11 August 2016,Tuesday 16 August 2016,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",$78,2,0,$36,Aug,ust,8
8461,CA-2014-146500,Saturday 30 August 2014,Thursday 4 September 2014,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Bristol,Connecticut,6010,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,$25,5,0,$12,Aug,ust,8
8484,CA-2016-126284,Tuesday 20 September 2016,Saturday 24 September 2016,Standard Class,EN-13780,Edward Nazzal,Consumer,United States,Grand Rapids,Michigan,49505,Central,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,$84,5,0,$41,Sep,tember,9
8547,CA-2016-119074,Sunday 27 March 2016,Thursday 31 March 2016,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",$33,2,0,$16,Mar,ch,3
8760,CA-2016-114307,Friday 22 July 2016,Tuesday 26 July 2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,$5,3,0,$3,Jul,y,7
8761,CA-2016-159891,Sunday 31 January 2016,Saturday 6 February 2016,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"$1,271",1,0,$635,Jan,uary,1
8791,CA-2015-169572,Sunday 6 September 2015,Saturday 12 September 2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Richmond,Virginia,23223,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",$47,9,0,$21,Sep,tember,9
8863,CA-2015-125934,Friday 11 September 2015,Friday 18 September 2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Paterson,New Jersey,7501,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,$210,4,0,$96,Sep,tember,9
8948,CA-2017-148355,Sunday 24 December 2017,Thursday 28 December 2017,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,New Bedford,Massachusetts,2740,East,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",$12,5,0,$6,Dec,ember,12
9011,CA-2017-127803,Friday 19 May 2017,Tuesday 23 May 2017,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Huntsville,Alabama,35810,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,$26,4,0,$13,May,,5
9034,CA-2014-152268,Tuesday 2 September 2014,Sunday 7 September 2014,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Fayetteville,Arkansas,72701,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,"$1,794",2,0,$843,Sep,tember,9
9040,CA-2016-117121,Saturday 17 December 2016,Wednesday 21 December 2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,"$9,893",13,0,"$4,946",Dec,ember,12
9080,CA-2016-108105,Tuesday 16 February 2016,Tuesday 23 February 2016,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,$6,1,0,$3,Feb,ruary,2
9095,US-2015-132836,Monday 1 June 2015,Friday 5 June 2015,Standard Class,AJ-10945,Ashley Jarboe,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,$404,6,0,$182,Jun,e,6
9150,US-2014-157070,Sunday 1 June 2014,Friday 6 June 2014,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Detroit,Michigan,48234,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,$139,4,0,$67,Jun,e,6
9251,CA-2016-105354,Friday 2 December 2016,Tuesday 6 December 2016,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Marion,Iowa,52302,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",$116,8,0,$54,Dec,ember,12
9274,CA-2017-146983,Saturday 2 September 2017,Wednesday 6 September 2017,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,"$1,578",3,0,$757,Sep,tember,9
9495,CA-2016-105207,Sunday 3 January 2016,Friday 8 January 2016,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Broken Arrow,Oklahoma,74012,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,$12,2,0,$5,Jan,uary,1
9628,CA-2014-139283,Sunday 23 November 2014,Thursday 27 November 2014,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,$15,3,0,$7,Nov,ember,11
9704,CA-2017-147032,Monday 31 July 2017,Friday 4 August 2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,19805,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,$850,5,0,$391,Jul,y,7
9705,CA-2017-147032,Monday 31 July 2017,Friday 4 August 2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,19805,East,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",$11,3,0,$5,Jul,y,7
9735,CA-2014-114321,Wednesday 20 August 2014,Monday 25 August 2014,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,Hampton,Virginia,23666,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,$897,1,0,$422,Aug,ust,8
9766,CA-2017-101959,Tuesday 28 February 2017,Monday 6 March 2017,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Middletown,Connecticut,6457,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,$10,2,0,$5,Feb,ruary,2
9768,CA-2017-102659,Saturday 9 December 2017,Friday 15 December 2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Grand Rapids,Michigan,49505,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,$55,5,0,$27,Dec,ember,12
9786,CA-2015-155635,Saturday 9 May 2015,Wednesday 13 May 2015,Standard Class,ME-17725,Max Engle,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",$49,3,0,$24,May,,5
9912,US-2014-157231,Saturday 5 April 2014,Wednesday 9 April 2014,Standard Class,RP-19855,Roy Phan,Corporate,United States,Richmond,Kentucky,40475,South,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,$115,7,0,$57,Apr,il,4
9937,CA-2017-132955,Saturday 24 June 2017,Wednesday 28 June 2017,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Cranston,Rhode Island,2920,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$103,3,0,$48,Jun,e,6
9968,CA-2017-153871,Monday 11 December 2017,Sunday 17 December 2017,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Plainfield,New Jersey,7060,East,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",$40,5,0,$18,Dec,ember,12
9969,CA-2017-153871,Monday 11 December 2017,Sunday 17 December 2017,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Plainfield,New Jersey,7060,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,$736,2,0,$331,Dec,ember,12
9971,CA-2015-103772,Sunday 28 June 2015,Thursday 2 July 2015,Standard Class,MP-17470,Mark Packer,Home Office,United States,Smyrna,Georgia,30080,South,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,$120,2,0,$55,Jun,e,6
299,CA-2016-142545,Friday 28 October 2016,Thursday 3 November 2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,$32,5,0,$16,Oct,ober,10
301,CA-2016-142545,Friday 28 October 2016,Thursday 3 November 2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,$57,3,0,$27,Oct,ober,10
348,CA-2017-134306,Saturday 8 July 2017,Wednesday 12 July 2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,$25,2,0,$12,Jul,y,7
518,CA-2017-127432,Sunday 22 January 2017,Friday 27 January 2017,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),$12,2,0,$5,Jan,uary,1
567,CA-2017-156951,Sunday 1 October 2017,Sunday 8 October 2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,$92,8,0,$45,Oct,ober,10
569,CA-2017-156951,Sunday 1 October 2017,Sunday 8 October 2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,$19,3,0,$9,Oct,ober,10
645,US-2017-127719,Friday 21 July 2017,Tuesday 25 July 2017,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,$6,1,0,$3,Jul,y,7
760,CA-2017-133333,Monday 18 September 2017,Friday 22 September 2017,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Green Bay,Wisconsin,54302,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",$23,4,0,$10,Sep,tember,9
804,CA-2016-115504,Saturday 12 March 2016,Thursday 17 March 2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,71203,South,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,$13,2,0,$6,Mar,ch,3
859,CA-2017-161984,Monday 10 April 2017,Saturday 15 April 2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",$8,1,0,$4,Apr,il,4
944,CA-2015-120880,Friday 29 May 2015,Wednesday 3 June 2015,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,$32,5,0,$16,May,,5
1029,CA-2014-163552,Friday 11 July 2014,Tuesday 15 July 2014,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,$177,5,0,$83,Jul,y,7
1084,US-2016-143819,Tuesday 1 March 2016,Saturday 5 March 2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,$26,1,0,$12,Mar,ch,3
1118,CA-2015-142755,Friday 4 September 2015,Tuesday 8 September 2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,$280,5,0,$137,Sep,tember,9
